12,1
276,2
260,2
276,3
29,3
260,3
276,4
29,4
260,4
342,4
276,5
29,5
260,5
345,5
12,6
276,7
276,8
29,8
8,9
29,9
342,9
378,9
12,10
29,10
345,10
378,10
280,11
280,12
29,12
280,13
29,13
12,13
280,14
29,14
12,14
342,14
280,15
29,15
12,15
345,15
